1 .7986
2 .6812
3 .8728
4 .7589
5 1.1169
6 1.5379
7 5.3887
8 6.2553
9 5.8238
10 7.3627
11 6.2258
12 6.3450
13 3.6900
14 7.9841
15 8.8772
16 8.4989
