1 .4679
2 .5117
3 1.0182
4 1.3089
5 .8174
6 1.9290
7 1.6902
8 2.0346
9 1.9165
10 2.3878
11 2.2665
12 2.5229
13 2.3720
14 2.7758
15 2.8193
16 2.3643
